value,?1,counter,?2,?3,ratio,?5,cdcl,adjacency,clause,decision,sat
752,,page-faults:u,11833494,100.00,,,false,set_unordered,basic,trivial,true
3589537716,,instructions:u,583084549,100.00,,,false,set_unordered,basic,trivial,false
1375127786,,L1-dcache-loads:u,583084549,100.00,,,false,set_unordered,basic,trivial,false
78076161,,L1-dcache-load-misses:u,583084549,100.00,5.68,of all L1-dcache accesses,false,set_unordered,basic,trivial,false
851904708,,branches:u,583084549,100.00,,,false,set_unordered,basic,trivial,false
24494115,,branch-misses:u,583084549,100.00,2.88,of all branches,false,set_unordered,basic,trivial,false
753,,page-faults:u,583073240,100.00,,,false,set_unordered,basic,trivial,false
1528700613,,instructions:u,255109990,100.00,,,false,set_unordered,basic,trivial,false
584139935,,L1-dcache-loads:u,255109990,100.00,,,false,set_unordered,basic,trivial,false
32944815,,L1-dcache-load-misses:u,255109990,100.00,5.64,of all L1-dcache accesses,false,set_unordered,basic,trivial,false
361721473,,branches:u,255109990,100.00,,,false,set_unordered,basic,trivial,false
10452631,,branch-misses:u,255109990,100.00,2.89,of all branches,false,set_unordered,basic,trivial,false
753,,page-faults:u,255100799,100.00,,,false,set_unordered,basic,trivial,false
1296183378,,instructions:u,210724909,100.00,,,false,set_unordered,basic,trivial,false
494891472,,L1-dcache-loads:u,210724909,100.00,,,false,set_unordered,basic,trivial,false
27542673,,L1-dcache-load-misses:u,210724909,100.00,5.57,of all L1-dcache accesses,false,set_unordered,basic,trivial,false
307289594,,branches:u,210724909,100.00,,,false,set_unordered,basic,trivial,false
8640850,,branch-misses:u,210724909,100.00,2.81,of all branches,false,set_unordered,basic,trivial,false
755,,page-faults:u,210713648,100.00,,,false,set_unordered,basic,trivial,false
1339225952,,instructions:u,221903440,100.00,,,false,set_unordered,basic,trivial,false
511290323,,L1-dcache-loads:u,221903440,100.00,,,false,set_unordered,basic,trivial,false
28186395,,L1-dcache-load-misses:u,221903440,100.00,5.51,of all L1-dcache accesses,false,set_unordered,basic,trivial,false
317231363,,branches:u,221903440,100.00,,,false,set_unordered,basic,trivial,false
9218610,,branch-misses:u,221903440,100.00,2.91,of all branches,false,set_unordered,basic,trivial,false
755,,page-faults:u,221898946,100.00,,,false,set_unordered,basic,trivial,false
2506387225,,instructions:u,409193342,100.00,,,false,set_unordered,basic,trivial,false
959650881,,L1-dcache-loads:u,409193342,100.00,,,false,set_unordered,basic,trivial,false
53253916,,L1-dcache-load-misses:u,409193342,100.00,5.55,of all L1-dcache accesses,false,set_unordered,basic,trivial,false
593880243,,branches:u,409193342,100.00,,,false,set_unordered,basic,trivial,false
17097815,,branch-misses:u,409193342,100.00,2.88,of all branches,false,set_unordered,basic,trivial,false
756,,page-faults:u,409183742,100.00,,,false,set_unordered,basic,trivial,false
848040946,,instructions:u,141268743,100.00,,,false,set_unordered,basic,random,true
330101629,,L1-dcache-loads:u,141268743,100.00,,,false,set_unordered,basic,random,true
18460940,,L1-dcache-load-misses:u,141268743,100.00,5.59,of all L1-dcache accesses,false,set_unordered,basic,random,true
201666086,,branches:u,141268743,100.00,,,false,set_unordered,basic,random,true
5999919,,branch-misses:u,141268743,100.00,2.98,of all branches,false,set_unordered,basic,random,true
1602,,page-faults:u,141268530,100.00,,,false,set_unordered,basic,random,true
498995856,,instructions:u,81908899,100.00,,,false,set_unordered,basic,random,true
192906085,,L1-dcache-loads:u,81908899,100.00,,,false,set_unordered,basic,random,true
10622889,,L1-dcache-load-misses:u,81908899,100.00,5.51,of all L1-dcache accesses,false,set_unordered,basic,random,true
118388520,,branches:u,81908899,100.00,,,false,set_unordered,basic,random,true
3550565,,branch-misses:u,81908899,100.00,3.00,of all branches,false,set_unordered,basic,random,true
1406,,page-faults:u,81899082,100.00,,,false,set_unordered,basic,random,true
285547700,,instructions:u,46535804,100.00,,,false,set_unordered,basic,random,true
109359860,,L1-dcache-loads:u,46535804,100.00,,,false,set_unordered,basic,random,true
5933550,,L1-dcache-load-misses:u,46535804,100.00,5.43,of all L1-dcache accesses,false,set_unordered,basic,random,true
67029625,,branches:u,46535804,100.00,,,false,set_unordered,basic,random,true
1932911,,branch-misses:u,46535804,100.00,2.88,of all branches,false,set_unordered,basic,random,true
1031,,page-faults:u,46530345,100.00,,,false,set_unordered,basic,random,true
34496857,,instructions:u,5532238,100.00,,,false,set_unordered,basic,random,true
10746609,,L1-dcache-loads:u,5532238,100.00,,,false,set_unordered,basic,random,true
292508,,L1-dcache-load-misses:u,5532238,100.00,2.72,of all L1-dcache accesses,false,set_unordered,basic,random,true
7142694,,branches:u,5532238,100.00,,,false,set_unordered,basic,random,true
107127,,branch-misses:u,5532238,100.00,1.50,of all branches,false,set_unordered,basic,random,true
756,,page-faults:u,5531050,100.00,,,false,set_unordered,basic,random,true
520393936,,instructions:u,86440338,100.00,,,false,set_unordered,basic,random,true
201683951,,L1-dcache-loads:u,86440338,100.00,,,false,set_unordered,basic,random,true
11248253,,L1-dcache-load-misses:u,86440338,100.00,5.58,of all L1-dcache accesses,false,set_unordered,basic,random,true
123094028,,branches:u,86440338,100.00,,,false,set_unordered,basic,random,true
3670327,,branch-misses:u,86440338,100.00,2.98,of all branches,false,set_unordered,basic,random,true
1419,,page-faults:u,86435355,100.00,,,false,set_unordered,basic,random,true
1307348297,,instructions:u,210602409,100.00,,,false,set_unordered,basic,random,false
509441961,,L1-dcache-loads:u,210602409,100.00,,,false,set_unordered,basic,random,false
28703594,,L1-dcache-load-misses:u,210602409,100.00,5.63,of all L1-dcache accesses,false,set_unordered,basic,random,false
312283615,,branches:u,210602409,100.00,,,false,set_unordered,basic,random,false
9532636,,branch-misses:u,210602409,100.00,3.05,of all branches,false,set_unordered,basic,random,false
1861,,page-faults:u,210593626,100.00,,,false,set_unordered,basic,random,false
1990510620,,instructions:u,321419184,100.00,,,false,set_unordered,basic,random,false
778295717,,L1-dcache-loads:u,321419184,100.00,,,false,set_unordered,basic,random,false
43553578,,L1-dcache-load-misses:u,321419184,100.00,5.60,of all L1-dcache accesses,false,set_unordered,basic,random,false
474831727,,branches:u,321419184,100.00,,,false,set_unordered,basic,random,false
14444671,,branch-misses:u,321419184,100.00,3.04,of all branches,false,set_unordered,basic,random,false
2538,,page-faults:u,321417371,100.00,,,false,set_unordered,basic,random,false
1430443194,,instructions:u,232491102,100.00,,,false,set_unordered,basic,random,false
557946408,,L1-dcache-loads:u,232491102,100.00,,,false,set_unordered,basic,random,false
30956296,,L1-dcache-load-misses:u,232491102,100.00,5.55,of all L1-dcache accesses,false,set_unordered,basic,random,false
341827868,,branches:u,232491102,100.00,,,false,set_unordered,basic,random,false
10291675,,branch-misses:u,232491102,100.00,3.01,of all branches,false,set_unordered,basic,random,false
2021,,page-faults:u,232490892,100.00,,,false,set_unordered,basic,random,false
2060155916,,instructions:u,331251084,100.00,,,false,set_unordered,basic,random,false
804775799,,L1-dcache-loads:u,331251084,100.00,,,false,set_unordered,basic,random,false
45126690,,L1-dcache-load-misses:u,331251084,100.00,5.61,of all L1-dcache accesses,false,set_unordered,basic,random,false
492983031,,branches:u,331251084,100.00,,,false,set_unordered,basic,random,false
15104495,,branch-misses:u,331251084,100.00,3.06,of all branches,false,set_unordered,basic,random,false
2535,,page-faults:u,331247711,100.00,,,false,set_unordered,basic,random,false
1109555289,,instructions:u,180861350,100.00,,,false,set_unordered,basic,random,false
432189174,,L1-dcache-loads:u,180861350,100.00,,,false,set_unordered,basic,random,false
24044154,,L1-dcache-load-misses:u,180861350,100.00,5.56,of all L1-dcache accesses,false,set_unordered,basic,random,false
264528193,,branches:u,180861350,100.00,,,false,set_unordered,basic,random,false
8050752,,branch-misses:u,180861350,100.00,3.04,of all branches,false,set_unordered,basic,random,false
1769,,page-faults:u,180844941,100.00,,,false,set_unordered,basic,random,false
63948504,,instructions:u,10389788,100.00,,,false,set_unordered,basic,JW_static,true
22924857,,L1-dcache-loads:u,10389788,100.00,,,false,set_unordered,basic,JW_static,true
980965,,L1-dcache-load-misses:u,10389788,100.00,4.28,of all L1-dcache accesses,false,set_unordered,basic,JW_static,true
13919421,,branches:u,10389788,100.00,,,false,set_unordered,basic,JW_static,true
339842,,branch-misses:u,10389788,100.00,2.44,of all branches,false,set_unordered,basic,JW_static,true
753,,page-faults:u,10386759,100.00,,,false,set_unordered,basic,JW_static,true
74097516,,instructions:u,12015117,100.00,,,false,set_unordered,basic,JW_static,true
27090301,,L1-dcache-loads:u,12015117,100.00,,,false,set_unordered,basic,JW_static,true
1130811,,L1-dcache-load-misses:u,12015117,100.00,4.17,of all L1-dcache accesses,false,set_unordered,basic,JW_static,true
16263496,,branches:u,12015117,100.00,,,false,set_unordered,basic,JW_static,true
411931,,branch-misses:u,12015117,100.00,2.53,of all branches,false,set_unordered,basic,JW_static,true
755,,page-faults:u,12010707,100.00,,,false,set_unordered,basic,JW_static,true
48981731,,instructions:u,7904101,100.00,,,false,set_unordered,basic,JW_static,true
16776950,,L1-dcache-loads:u,7904101,100.00,,,false,set_unordered,basic,JW_static,true
649719,,L1-dcache-load-misses:u,7904101,100.00,3.87,of all L1-dcache accesses,false,set_unordered,basic,JW_static,true
10418108,,branches:u,7904101,100.00,,,false,set_unordered,basic,JW_static,true
219278,,branch-misses:u,7904101,100.00,2.10,of all branches,false,set_unordered,basic,JW_static,true
758,,page-faults:u,7902784,100.00,,,false,set_unordered,basic,JW_static,true
34893397,,instructions:u,5552027,100.00,,,false,set_unordered,basic,JW_static,true
10982468,,L1-dcache-loads:u,5552027,100.00,,,false,set_unordered,basic,JW_static,true
367745,,L1-dcache-load-misses:u,5552027,100.00,3.35,of all L1-dcache accesses,false,set_unordered,basic,JW_static,true
7165744,,branches:u,5552027,100.00,,,false,set_unordered,basic,JW_static,true
112905,,branch-misses:u,5552027,100.00,1.58,of all branches,false,set_unordered,basic,JW_static,true
757,,page-faults:u,5551134,100.00,,,false,set_unordered,basic,JW_static,true
54692318,,instructions:u,9173049,100.00,,,false,set_unordered,basic,JW_static,true
19128426,,L1-dcache-loads:u,9173049,100.00,,,false,set_unordered,basic,JW_static,true
760988,,L1-dcache-load-misses:u,9173049,100.00,3.98,of all L1-dcache accesses,false,set_unordered,basic,JW_static,true
11741073,,branches:u,9173049,100.00,,,false,set_unordered,basic,JW_static,true
266267,,branch-misses:u,9173049,100.00,2.27,of all branches,false,set_unordered,basic,JW_static,true
755,,page-faults:u,9171738,100.00,,,false,set_unordered,basic,JW_static,true
124566842,,instructions:u,20846277,100.00,,,false,set_unordered,basic,JW_static,false
46483169,,L1-dcache-loads:u,20846277,100.00,,,false,set_unordered,basic,JW_static,false
2403398,,L1-dcache-load-misses:u,20846277,100.00,5.17,of all L1-dcache accesses,false,set_unordered,basic,JW_static,false
28476155,,branches:u,20846277,100.00,,,false,set_unordered,basic,JW_static,false
777973,,branch-misses:u,20846277,100.00,2.73,of all branches,false,set_unordered,basic,JW_static,false
759,,page-faults:u,20844844,100.00,,,false,set_unordered,basic,JW_static,false
273783526,,instructions:u,44926014,100.00,,,false,set_unordered,basic,JW_static,false
105581769,,L1-dcache-loads:u,44926014,100.00,,,false,set_unordered,basic,JW_static,false
5809955,,L1-dcache-load-misses:u,44926014,100.00,5.50,of all L1-dcache accesses,false,set_unordered,basic,JW_static,false
63863982,,branches:u,44926014,100.00,,,false,set_unordered,basic,JW_static,false
1893095,,branch-misses:u,44926014,100.00,2.96,of all branches,false,set_unordered,basic,JW_static,false
1026,,page-faults:u,44920140,100.00,,,false,set_unordered,basic,JW_static,false
109462266,,instructions:u,17772060,100.00,,,false,set_unordered,basic,JW_static,false
40444538,,L1-dcache-loads:u,17772060,100.00,,,false,set_unordered,basic,JW_static,false
2034975,,L1-dcache-load-misses:u,17772060,100.00,5.03,of all L1-dcache accesses,false,set_unordered,basic,JW_static,false
24893474,,branches:u,17772060,100.00,,,false,set_unordered,basic,JW_static,false
670123,,branch-misses:u,17772060,100.00,2.69,of all branches,false,set_unordered,basic,JW_static,false
759,,page-faults:u,17767372,100.00,,,false,set_unordered,basic,JW_static,false
128750849,,instructions:u,21353975,100.00,,,false,set_unordered,basic,JW_static,false
48098597,,L1-dcache-loads:u,21353975,100.00,,,false,set_unordered,basic,JW_static,false
2475451,,L1-dcache-load-misses:u,21353975,100.00,5.15,of all L1-dcache accesses,false,set_unordered,basic,JW_static,false
29493989,,branches:u,21353975,100.00,,,false,set_unordered,basic,JW_static,false
808752,,branch-misses:u,21353975,100.00,2.74,of all branches,false,set_unordered,basic,JW_static,false
764,,page-faults:u,21350609,100.00,,,false,set_unordered,basic,JW_static,false
100125315,,instructions:u,16627506,100.00,,,false,set_unordered,basic,JW_static,false
36777459,,L1-dcache-loads:u,16627506,100.00,,,false,set_unordered,basic,JW_static,false
1830637,,L1-dcache-load-misses:u,16627506,100.00,4.98,of all L1-dcache accesses,false,set_unordered,basic,JW_static,false
22659241,,branches:u,16627506,100.00,,,false,set_unordered,basic,JW_static,false
594754,,branch-misses:u,16627506,100.00,2.62,of all branches,false,set_unordered,basic,JW_static,false
762,,page-faults:u,16626138,100.00,,,false,set_unordered,basic,JW_static,false
989564184,,instructions:u,163102157,100.00,,,false,set_unordered,basic,VSIDS,true
375536345,,L1-dcache-loads:u,163102157,100.00,,,false,set_unordered,basic,VSIDS,true
21392024,,L1-dcache-load-misses:u,163102157,100.00,5.70,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,true
232231478,,branches:u,163102157,100.00,,,false,set_unordered,basic,VSIDS,true
6467455,,branch-misses:u,163102157,100.00,2.78,of all branches,false,set_unordered,basic,VSIDS,true
4228,,page-faults:u,163099771,100.00,,,false,set_unordered,basic,VSIDS,true
1198079530,,instructions:u,198994153,100.00,,,false,set_unordered,basic,VSIDS,true
455372269,,L1-dcache-loads:u,198994153,100.00,,,false,set_unordered,basic,VSIDS,true
25679692,,L1-dcache-load-misses:u,198994153,100.00,5.64,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,true
281819227,,branches:u,198994153,100.00,,,false,set_unordered,basic,VSIDS,true
7851726,,branch-misses:u,198994153,100.00,2.79,of all branches,false,set_unordered,basic,VSIDS,true
5011,,page-faults:u,198991451,100.00,,,false,set_unordered,basic,VSIDS,true
954871602,,instructions:u,161662313,100.00,,,false,set_unordered,basic,VSIDS,true
363050633,,L1-dcache-loads:u,161662313,100.00,,,false,set_unordered,basic,VSIDS,true
20624051,,L1-dcache-load-misses:u,161662313,100.00,5.68,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,true
224014643,,branches:u,161662313,100.00,,,false,set_unordered,basic,VSIDS,true
6186041,,branch-misses:u,161662313,100.00,2.76,of all branches,false,set_unordered,basic,VSIDS,true
4094,,page-faults:u,161648232,100.00,,,false,set_unordered,basic,VSIDS,true
224334415,,instructions:u,37598200,100.00,,,false,set_unordered,basic,VSIDS,true
83162272,,L1-dcache-loads:u,37598200,100.00,,,false,set_unordered,basic,VSIDS,true
4440297,,L1-dcache-load-misses:u,37598200,100.00,5.34,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,true
51838120,,branches:u,37598200,100.00,,,false,set_unordered,basic,VSIDS,true
1383898,,branch-misses:u,37598200,100.00,2.67,of all branches,false,set_unordered,basic,VSIDS,true
1274,,page-faults:u,37593274,100.00,,,false,set_unordered,basic,VSIDS,true
164279230,,instructions:u,27456296,100.00,,,false,set_unordered,basic,VSIDS,true
60366977,,L1-dcache-loads:u,27456296,100.00,,,false,set_unordered,basic,VSIDS,true
3215617,,L1-dcache-load-misses:u,27456296,100.00,5.33,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,true
37721722,,branches:u,27456296,100.00,,,false,set_unordered,basic,VSIDS,true
962727,,branch-misses:u,27456296,100.00,2.55,of all branches,false,set_unordered,basic,VSIDS,true
1034,,page-faults:u,27453517,100.00,,,false,set_unordered,basic,VSIDS,true
1151346532,,instructions:u,189954947,100.00,,,false,set_unordered,basic,VSIDS,false
436476500,,L1-dcache-loads:u,189954947,100.00,,,false,set_unordered,basic,VSIDS,false
24792088,,L1-dcache-load-misses:u,189954947,100.00,5.68,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,false
270817765,,branches:u,189954947,100.00,,,false,set_unordered,basic,VSIDS,false
7574250,,branch-misses:u,189954947,100.00,2.80,of all branches,false,set_unordered,basic,VSIDS,false
4871,,page-faults:u,189952337,100.00,,,false,set_unordered,basic,VSIDS,false
1480743142,,instructions:u,284784878,100.00,,,false,set_unordered,basic,VSIDS,false
563508762,,L1-dcache-loads:u,284784878,100.00,,,false,set_unordered,basic,VSIDS,false
32107270,,L1-dcache-load-misses:u,284784878,100.00,5.70,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,false
348068036,,branches:u,284784878,100.00,,,false,set_unordered,basic,VSIDS,false
9676369,,branch-misses:u,284784878,100.00,2.78,of all branches,false,set_unordered,basic,VSIDS,false
6212,,page-faults:u,284764701,100.00,,,false,set_unordered,basic,VSIDS,false
2279538019,,instructions:u,375968527,100.00,,,false,set_unordered,basic,VSIDS,false
867473255,,L1-dcache-loads:u,375968527,100.00,,,false,set_unordered,basic,VSIDS,false
49449471,,L1-dcache-load-misses:u,375968527,100.00,5.70,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,false
537379683,,branches:u,375968527,100.00,,,false,set_unordered,basic,VSIDS,false
14777031,,branch-misses:u,375968527,100.00,2.75,of all branches,false,set_unordered,basic,VSIDS,false
9117,,page-faults:u,375964539,100.00,,,false,set_unordered,basic,VSIDS,false
1584894831,,instructions:u,265354851,100.00,,,false,set_unordered,basic,VSIDS,false
602533925,,L1-dcache-loads:u,265354851,100.00,,,false,set_unordered,basic,VSIDS,false
34224540,,L1-dcache-load-misses:u,265354851,100.00,5.68,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,false
373535242,,branches:u,265354851,100.00,,,false,set_unordered,basic,VSIDS,false
10894048,,branch-misses:u,265354851,100.00,2.92,of all branches,false,set_unordered,basic,VSIDS,false
6445,,page-faults:u,265329849,100.00,,,false,set_unordered,basic,VSIDS,false
2279888263,,instructions:u,373888125,100.00,,,false,set_unordered,basic,VSIDS,false
869429331,,L1-dcache-loads:u,373888125,100.00,,,false,set_unordered,basic,VSIDS,false
49722378,,L1-dcache-load-misses:u,373888125,100.00,5.72,of all L1-dcache accesses,false,set_unordered,basic,VSIDS,false
537149903,,branches:u,373888125,100.00,,,false,set_unordered,basic,VSIDS,false
14984207,,branch-misses:u,373888125,100.00,2.79,of all branches,false,set_unordered,basic,VSIDS,false
9168,,page-faults:u,373874307,100.00,,,false,set_unordered,basic,VSIDS,false
368244579,,instructions:u,60650206,100.00,,,false,set_unordered,counting,trivial,true
146655344,,L1-dcache-loads:u,60650206,100.00,,,false,set_unordered,counting,trivial,true
6919843,,L1-dcache-load-misses:u,60650206,100.00,4.72,of all L1-dcache accesses,false,set_unordered,counting,trivial,true
78356387,,branches:u,60650206,100.00,,,false,set_unordered,counting,trivial,true
2120159,,branch-misses:u,60650206,100.00,2.71,of all branches,false,set_unordered,counting,trivial,true
754,,page-faults:u,60638077,100.00,,,false,set_unordered,counting,trivial,true
2121732886,,instructions:u,352311594,100.00,,,false,set_unordered,counting,trivial,true
860133000,,L1-dcache-loads:u,352311594,100.00,,,false,set_unordered,counting,trivial,true
54155289,,L1-dcache-load-misses:u,352311594,100.00,6.30,of all L1-dcache accesses,false,set_unordered,counting,trivial,true
453967679,,branches:u,352311594,100.00,,,false,set_unordered,counting,trivial,true
12853807,,branch-misses:u,352311594,100.00,2.83,of all branches,false,set_unordered,counting,trivial,true
760,,page-faults:u,352307682,100.00,,,false,set_unordered,counting,trivial,true
1627653154,,instructions:u,271049504,100.00,,,false,set_unordered,counting,trivial,true
659194293,,L1-dcache-loads:u,271049504,100.00,,,false,set_unordered,counting,trivial,true
41842807,,L1-dcache-load-misses:u,271049504,100.00,6.35,of all L1-dcache accesses,false,set_unordered,counting,trivial,true
348109724,,branches:u,271049504,100.00,,,false,set_unordered,counting,trivial,true
9733280,,branch-misses:u,271049504,100.00,2.80,of all branches,false,set_unordered,counting,trivial,true
758,,page-faults:u,271046643,100.00,,,false,set_unordered,counting,trivial,true
46864566,,instructions:u,7451769,100.00,,,false,set_unordered,counting,trivial,true
15876560,,L1-dcache-loads:u,7451769,100.00,,,false,set_unordered,counting,trivial,true
707315,,L1-dcache-load-misses:u,7451769,100.00,4.46,of all L1-dcache accesses,false,set_unordered,counting,trivial,true
9633415,,branches:u,7451769,100.00,,,false,set_unordered,counting,trivial,true
172546,,branch-misses:u,7451769,100.00,1.79,of all branches,false,set_unordered,counting,trivial,true
752,,page-faults:u,7450386,100.00,,,false,set_unordered,counting,trivial,true
210187729,,instructions:u,35471609,100.00,,,false,set_unordered,counting,trivial,true
82446693,,L1-dcache-loads:u,35471609,100.00,,,false,set_unordered,counting,trivial,true
4892557,,L1-dcache-load-misses:u,35471609,100.00,5.93,of all L1-dcache accesses,false,set_unordered,counting,trivial,true
44563024,,branches:u,35471609,100.00,,,false,set_unordered,counting,trivial,true
1168846,,branch-misses:u,35471609,100.00,2.62,of all branches,false,set_unordered,counting,trivial,true
754,,page-faults:u,35468031,100.00,,,false,set_unordered,counting,trivial,true
3945336413,,instructions:u,660854382,100.00,,,false,set_unordered,counting,trivial,false
1600912664,,L1-dcache-loads:u,660854382,100.00,,,false,set_unordered,counting,trivial,false
103595656,,L1-dcache-load-misses:u,660854382,100.00,6.47,of all L1-dcache accesses,false,set_unordered,counting,trivial,false
844717712,,branches:u,660854382,100.00,,,false,set_unordered,counting,trivial,false
24356865,,branch-misses:u,660854382,100.00,2.88,of all branches,false,set_unordered,counting,trivial,false
753,,page-faults:u,660842600,100.00,,,false,set_unordered,counting,trivial,false
1395309625,,instructions:u,233519558,100.00,,,false,set_unordered,counting,trivial,false
564088249,,L1-dcache-loads:u,233519558,100.00,,,false,set_unordered,counting,trivial,false
36749073,,L1-dcache-load-misses:u,233519558,100.00,6.51,of all L1-dcache accesses,false,set_unordered,counting,trivial,false
298273414,,branches:u,233519558,100.00,,,false,set_unordered,counting,trivial,false
8367168,,branch-misses:u,233519558,100.00,2.81,of all branches,false,set_unordered,counting,trivial,false
753,,page-faults:u,233502135,100.00,,,false,set_unordered,counting,trivial,false
6097838669,,instructions:u,1026760034,100.00,,,false,set_unordered,counting,trivial,false
2478720050,,L1-dcache-loads:u,1026760034,100.00,,,false,set_unordered,counting,trivial,false
159785059,,L1-dcache-load-misses:u,1026760034,100.00,6.45,of all L1-dcache accesses,false,set_unordered,counting,trivial,false
1306322859,,branches:u,1026760034,100.00,,,false,set_unordered,counting,trivial,false
36745012,,branch-misses:u,1026760034,100.00,2.81,of all branches,false,set_unordered,counting,trivial,false
757,,page-faults:u,1026733294,100.00,,,false,set_unordered,counting,trivial,false
10847520921,,instructions:u,1798568921,100.00,,,false,set_unordered,counting,trivial,false
4413092499,,L1-dcache-loads:u,1798568921,100.00,,,false,set_unordered,counting,trivial,false
271638683,,L1-dcache-load-misses:u,1798568921,100.00,6.16,of all L1-dcache accesses,false,set_unordered,counting,trivial,false
2324030659,,branches:u,1798568921,100.00,,,false,set_unordered,counting,trivial,false
64588179,,branch-misses:u,1798568921,100.00,2.78,of all branches,false,set_unordered,counting,trivial,false
757,,page-faults:u,1798567477,100.00,,,false,set_unordered,counting,trivial,false
8229270126,,instructions:u,1374586144,100.00,,,false,set_unordered,counting,trivial,false
3347420841,,L1-dcache-loads:u,1374586144,100.00,,,false,set_unordered,counting,trivial,false
219938265,,L1-dcache-load-misses:u,1374586144,100.00,6.57,of all L1-dcache accesses,false,set_unordered,counting,trivial,false
1761406920,,branches:u,1374586144,100.00,,,false,set_unordered,counting,trivial,false
50017204,,branch-misses:u,1374586144,100.00,2.84,of all branches,false,set_unordered,counting,trivial,false
755,,page-faults:u,1374546944,100.00,,,false,set_unordered,counting,trivial,false
978434014,,instructions:u,165786267,100.00,,,false,set_unordered,counting,random,true
405158679,,L1-dcache-loads:u,165786267,100.00,,,false,set_unordered,counting,random,true
19922109,,L1-dcache-load-misses:u,165786267,100.00,4.92,of all L1-dcache accesses,false,set_unordered,counting,random,true
209190595,,branches:u,165786267,100.00,,,false,set_unordered,counting,random,true
6369608,,branch-misses:u,165786267,100.00,3.04,of all branches,false,set_unordered,counting,random,true
2015,,page-faults:u,165767050,100.00,,,false,set_unordered,counting,random,true
531949509,,instructions:u,89134494,100.00,,,false,set_unordered,counting,random,true
218416183,,L1-dcache-loads:u,89134494,100.00,,,false,set_unordered,counting,random,true
13965352,,L1-dcache-load-misses:u,89134494,100.00,6.39,of all L1-dcache accesses,false,set_unordered,counting,random,true
113714043,,branches:u,89134494,100.00,,,false,set_unordered,counting,random,true
3458959,,branch-misses:u,89134494,100.00,3.04,of all branches,false,set_unordered,counting,random,true
1421,,page-faults:u,89129099,100.00,,,false,set_unordered,counting,random,true
155641264,,instructions:u,25439793,100.00,,,false,set_unordered,counting,random,true
61462742,,L1-dcache-loads:u,25439793,100.00,,,false,set_unordered,counting,random,true
3703597,,L1-dcache-load-misses:u,25439793,100.00,6.03,of all L1-dcache accesses,false,set_unordered,counting,random,true
32950624,,branches:u,25439793,100.00,,,false,set_unordered,counting,random,true
900456,,branch-misses:u,25439793,100.00,2.73,of all branches,false,set_unordered,counting,random,true
830,,page-faults:u,25438601,100.00,,,false,set_unordered,counting,random,true
39934276,,instructions:u,6439996,100.00,,,false,set_unordered,counting,random,true
13183388,,L1-dcache-loads:u,6439996,100.00,,,false,set_unordered,counting,random,true
550161,,L1-dcache-load-misses:u,6439996,100.00,4.17,of all L1-dcache accesses,false,set_unordered,counting,random,true
8150891,,branches:u,6439996,100.00,,,false,set_unordered,counting,random,true
139294,,branch-misses:u,6439996,100.00,1.71,of all branches,false,set_unordered,counting,random,true
749,,page-faults:u,6436753,100.00,,,false,set_unordered,counting,random,true
427947383,,instructions:u,73042211,100.00,,,false,set_unordered,counting,random,true
175228067,,L1-dcache-loads:u,73042211,100.00,,,false,set_unordered,counting,random,true
11118397,,L1-dcache-load-misses:u,73042211,100.00,6.35,of all L1-dcache accesses,false,set_unordered,counting,random,true
91254911,,branches:u,73042211,100.00,,,false,set_unordered,counting,random,true
2737153,,branch-misses:u,73042211,100.00,3.00,of all branches,false,set_unordered,counting,random,true
1109,,page-faults:u,73041374,100.00,,,false,set_unordered,counting,random,true
1190214375,,instructions:u,203128689,100.00,,,false,set_unordered,counting,random,false
492713543,,L1-dcache-loads:u,203128689,100.00,,,false,set_unordered,counting,random,false
32530677,,L1-dcache-load-misses:u,203128689,100.00,6.60,of all L1-dcache accesses,false,set_unordered,counting,random,false
254953762,,branches:u,203128689,100.00,,,false,set_unordered,counting,random,false
7815733,,branch-misses:u,203128689,100.00,3.07,of all branches,false,set_unordered,counting,random,false
2018,,page-faults:u,203125029,100.00,,,false,set_unordered,counting,random,false
2142793838,,instructions:u,356121624,100.00,,,false,set_unordered,counting,random,false
890342360,,L1-dcache-loads:u,356121624,100.00,,,false,set_unordered,counting,random,false
59376753,,L1-dcache-load-misses:u,356121624,100.00,6.67,of all L1-dcache accesses,false,set_unordered,counting,random,false
458956233,,branches:u,356121624,100.00,,,false,set_unordered,counting,random,false
14180438,,branch-misses:u,356121624,100.00,3.09,of all branches,false,set_unordered,counting,random,false
2575,,page-faults:u,356112516,100.00,,,false,set_unordered,counting,random,false
1668725354,,instructions:u,280221137,100.00,,,false,set_unordered,counting,random,false
692855162,,L1-dcache-loads:u,280221137,100.00,,,false,set_unordered,counting,random,false
44449874,,L1-dcache-load-misses:u,280221137,100.00,6.42,of all L1-dcache accesses,false,set_unordered,counting,random,false
357540695,,branches:u,280221137,100.00,,,false,set_unordered,counting,random,false
